x_DAC	y_DAC
595	3400
544	3445
547	3542
496	3533
514	3592
571	3592
482	3684
541	3701
618	3687
584	3593
569	3542
475	3542
536	3619
617	3682
714	3647
714	3571
685	3523
616	3529
657	3485
694	3558
703	3575
629	3544
729	3465
783	3366
856	3266
821	3189
807	3116
796	3033
742	3099
769	3042
709	3137
794	3047
851	2952
751	2936
689	2846
598	2758
568	2777
612	2679
694	2614
742	2518
665	2536
732	2458
706	2384
717	2395
677	2295
656	2347
684	2303
684	2242
697	2302
652	2365
579	2267
485	2314
404	2353
491	2279
468	2302
477	2284
387	2245
327	2328
263	2247
245	2147
332	2054
351	2131
340	2205
283	2285
273	2266
346	2357
446	2416
401	2512
345	2533
433	2523
375	2505
362	2471
277	2463
213	2493
132	2541
138	2525
136	2570
38	2592
56	2581
45	2554
20	2489
0	2423
56	2499
52	2411
0	2498
0	2559
69	2515
18	2510
0	2491
25	2523
63	2474
49	2463
106	2478
26	2577
0	2574
0	2609
0	2550
90	2616
73	2636
81	2579
75	2533
142	2553
68	2545
84	2457
119	2398
42	2404
0	2330
100	2270
114	2214
139	2311
121	2367
44	2445
62	2366
60	2291
120	2336
62	2413
78	2327
157	2361
140	2267
230	2169
284	2262
347	2296
415	2260
415	2209
370	2287
368	2343
399	2324
352	2385
275	2480
304	2577
208	2551
215	2561
176	2495
140	2445
67	2525
67	2600
113	2589
14	2544
6	2485
0	2497
0	2404
0	2382
0	2461
91	2555
100	2615
116	2707
83	2699
35	2618
69	2668
15	2750
109	2842
131	2799
145	2723
51	2759
118	2827
108	2749
114	2708
81	2763
54	2678
149	2617
139	2548
146	2549
220	2590
303	2540
208	2576
234	2484
169	2565
181	2538
88	2510
65	2516
157	2530
167	2627
245	2633
311	2562
280	2614
358	2579
410	2561
335	2627
405	2534
326	2463
371	2501
404	2536
308	2520
345	2601
254	2669
208	2743
220	2675
187	2723
133	2750
188	2710
155	2617
92	2648
34	2708
28	2710
9	2634
0	2667
40	2631
111	2575
177	2660
84	2606
169	2583
217	2524
303	2514
374	2536
381	2475
403	2391
308	2404
235	2399
208	2473
226	2421
220	2345
186	2356
228	2442
206	2478
162	2524
91	2580
0	2495
0	2578
0	2652
0	2646
0	2656
0	2637
0	2706
0	2619
0	2604
0	2544
51	2515
67	2495
159	2429
59	2517
71	2616
101	2696
133	2698
145	2634
112	2601
79	2582
179	2560
151	2625
119	2602
106	2527
151	2530
226	2475
146	2504
115	2452
101	2522
25	2516
70	2429
22	2445
0	2471
37	2439
24	2475
55	2542
0	2609
0	2509
0	2458
79	2556
11	2575
0	2475
63	2554
101	2577
87	2485
105	2502
21	2500
94	2536
181	2536
262	2472
341	2464
311	2419
276	2389
286	2386
223	2419
264	2458
272	2360
235	2423
241	2437
336	2534
391	2460
413	2369
413	2296
337	2252
276	2307
327	2377
275	2300
262	2253
291	2352
333	2414
234	2430
243	2447
159	2372
161	2344
255	2327
343	2308
392	2215
487	2134
532	2178
560	2090
496	2019
497	2051
544	2123
613	2080
624	2172
574	2190
627	2091
561	2113
580	2094
530	2165
552	2213
459	2184
432	2178
492	2112
527	2105
463	2069
521	2091
570	2080
646	2106
691	2113
746	2046
768	2096
812	2036
749	1969
690	2007
750	2022
819	2023
895	2119
949	2214
1032	2140
1126	2187
1192	2230
1210	2208
1176	2162
1123	2210
1150	2290
1246	2269
1187	2331
1107	2370
1188	2351
1094	2331
1192	2395
1264	2372
1190	2431
1177	2392
1236	2329
1256	2262
1200	2309
1232	2330
1250	2242
1220	2321
1128	2332
1056	2427
1101	2485
1137	2563
1212	2540
1112	2470
1177	2551
1164	2481
1085	2492
1062	2437
1085	2389
1066	2417
1039	2388
1102	2393
1141	2471
1042	2508
1112	2444
1073	2416
1034	2318
1034	2330
994	2287
1081	2233
1025	2220
1114	2127
1113	2218
1082	2129
1076	2130
1041	2077
967	2103
961	2138
1046	2185
981	2234
1017	2304
938	2281
877	2247
862	2327
929	2269
929	2232
865	2307
891	2316
857	2381
820	2305
839	2404
759	2354
685	2337
663	2365
719	2345
740	2413
659	2384
746	2431
748	2393
665	2448
595	2452
649	2545
620	2593
601	2580
673	2594
660	2592
576	2692
648	2629
660	2705
699	2627
647	2535
621	2559
639	2474
583	2444
613	2425
547	2382
546	2362
575	2458
523	2460
527	2437
504	2498
431	2471
393	2480
394	2458
389	2552
462	2497
519	2418
487	2408
422	2483
519	2388
428	2390
371	2362
325	2357
296	2394
261	2493
167	2562
192	2605
206	2586
142	2647
143	2599
59	2632
20	2610
0	2541
0	2513
69	2509
48	2563
128	2566
193	2491
144	2453
73	2511
123	2418
222	2514
143	2603
85	2676
178	2764
261	2748
241	2832
340	2912
296	2898
249	2868
313	2816
372	2733
342	2682
347	2608
434	2548
458	2593
513	2538
533	2504
612	2532
563	2469
596	2568
595	2615
585	2700
511	2765
415	2704
385	2781
391	2767
405	2693
448	2599
370	2580
408	2546
366	2555
339	2500
249	2553
196	2602
222	2646
207	2596
257	2580
234	2667
169	2638
93	2551
181	2637
261	2617
359	2703
322	2713
389	2642
348	2559
389	2516
333	2575
341	2638
344	2554
376	2617
454	2579
420	2573
375	2510
313	2479
404	2452
409	2495
362	2470
337	2370
354	2423
351	2336
359	2360
446	2334
512	2390
542	2430
484	2505
450	2577
405	2554
340	2569
387	2624
290	2552
360	2489
335	2527
379	2514
449	2518
459	2564
396	2597
329	2667
277	2700
332	2747
301	2686
308	2602
401	2617
451	2689
533	2641
507	2728
531	2811
557	2811
458	2898
427	2946
467	2999
368	2938
413	2896
332	2864
311	2895
292	2856
346	2780
247	2819
308	2741
222	2805
229	2792
148	2738
106	2705
191	2617
208	2671
215	2645
263	2605
322	2673
280	2584
312	2682
223	2723
291	2697
221	2772
155	2861
101	2853
64	2864
128	2810
93	2755
133	2702
191	2791
152	2694
81	2673
113	2635
140	2603
149	2569
81	2656
95	2677
5	2621
0	2575
0	2592
89	2596
157	2676
91	2753
13	2815
109	2868
138	2846
165	2944
230	3000
154	3048
108	3060
34	3090
2	3101
41	3076
127	2983
85	3063
129	3081
70	3044
72	2989
69	3013
153	3090
60	3031
137	3093
77	3068
142	2999
76	2950
127	2874
138	2893
93	2886
130	2855
49	2775
24	2709
46	2622
0	2555
0	2493
0	2447
40	2450
0	2370
87	2348
146	2402
226	2474
246	2447
183	2448
257	2365
281	2357
351	2450
259	2547
340	2610
361	2604
293	2595
225	2506
159	2531
87	2545
13	2542
0	2483
38	2459
116	2421
60	2350
0	2393
20	2308
0	2346
59	2404
0	2498
51	2516
125	2584
98	2667
146	2660
226	2614
128	2639
185	2667
190	2727
114	2757
73	2679
10	2682
17	2619
21	2530
26	2574
28	2620
58	2654
39	2750
78	2743
26	2824
0	2769
0	2756
94	2804
136	2808
101	2811
96	2894
12	2817
0	2814
53	2866
150	2873
160	2844
194	2761
103	2799
185	2711
86	2696
125	2685
52	2760
2	2730
91	2723
105	2654
165	2675
237	2620
137	2670
232	2583
243	2582
172	2520
249	2554
216	2475
151	2568
200	2565
108	2647
123	2688
206	2697
205	2652
273	2656
312	2666
329	2664
267	2566
244	2636
241	2732
173	2733
88	2699
96	2767
85	2670
20	2578
76	2552
62	2537
0	2618
76	2553
176	2566
136	2525
152	2439
156	2436
201	2510
228	2489
139	2403
125	2327
179	2266
188	2348
267	2324
191	2315
168	2375
149	2287
109	2195
152	2252
154	2211
197	2122
289	2132
273	2073
235	2112
223	2066
149	2109
89	2125
29	2206
0	2282
20	2234
24	2228
0	2176
0	2213
0	2228
0	2195
100	2197
191	2148
250	2244
151	2207
163	2236
87	2282
42	2269
131	2332
104	2420
187	2512
272	2445
262	2411
178	2333
132	2363
172	2263
132	2188
41	2279
108	2255
133	2264
46	2321
41	2408
14	2412
0	2314
0	2266
54	2347
13	2427
4	2462
0	2537
0	2508
0	2427
73	2457
89	2532
26	2625
0	2558
66	2644
79	2734
26	2735
0	2745
0	2702
84	2731
56	2791
0	2885
0	2977
75	2989
44	3021
122	2923
44	2918
22	2935
17	3002
88	3033
148	2993
69	3042
0	3105
0	3100
50	3113
0	3029
96	2941
54	2843
13	2834
0	2763
0	2823
36	2883
0	2973
78	3050
117	3113
90	3184
169	3110
129	3097
155	3086
159	3013
252	3041
288	3134
227	3106
152	3048
193	3006
123	3101
24	3136
118	3171
112	3123
111	3033
123	3126
92	3110
111	3111
71	3111
100	3043
126	3062
183	3091
199	3101
254	3069
271	3089
293	3043
390	2960
293	2923
212	2962
204	2984
269	2948
310	2945
343	3035
347	3066
434	3065
467	3149
429	3234
470	3218
377	3140
308	3171
257	3178
249	3120
167	3168
168	3245
249	3334
301	3431
297	3420
387	3388
288	3432
197	3512
166	3416
232	3387
313	3399
328	3366
363	3320
380	3283
281	3237
290	3303
317	3275
410	3372
320	3412
374	3500
285	3468
305	3523
284	3431
251	3490
217	3516
290	3516
311	3550
383	3551
401	3558
435	3609
516	3631
507	3694
503	3609
488	3561
403	3500
348	3466
321	3532
225	3474
143	3409
208	3424
296	3390
374	3329
355	3318
370	3343
458	3336
364	3250
368	3180
311	3113
240	3065
235	2990
182	2998
170	2956
230	2958
191	3017
244	3033
292	3132
219	3060
241	2994
286	2944
252	2958
326	2883
331	2919
286	2829
299	2896
375	2877
394	2911
359	2999
357	2990
315	3000
348	3059
370	3107
463	3012
398	2934
486	2982
465	3050
472	3085
475	3140
417	3115
399	3091
493	3083
499	3168
534	3104
488	3150
390	3161
335	3158
251	3195
346	3104
345	3175
256	3165
233	3066
136	3056
100	3003
8	3070
0	3092
0	3051
0	3144
0	3237
64	3232
32	3161
63	3255
163	3222
73	3200
57	3227
0	3233
0	3196
0	3146
0	3176
48	3191
31	3150
3	3158
0	3113
27	3100
24	3045
0	3016
0	3049
0	3141
19	3044
0	3054
0	3016
0	3115
82	3060
6	3128
0	3168
0	3253
65	3155
138	3156
184	3232
155	3274
159	3324
115	3233
192	3179
247	3201
325	3228
402	3138
340	3047
275	3044
271	2976
359	2997
419	3048
458	3116
378	3081
354	3037
407	3016
419	3030
323	2966
226	2954
196	3048
152	3069
114	2987
151	3014
204	3095
270	3045
252	3068
266	3038
263	2960
196	2953
293	3023
336	3102
262	3152
231	3114
162	3029
181	2968
104	3043
168	3037
83	2969
12	2901
94	2806
30	2859
30	2780
119	2734
75	2644
106	2587
128	2560
168	2656
192	2661
248	2760
153	2755
197	2676
173	2631
185	2666
133	2755
60	2805
148	2706
56	2726
100	2673
26	2684
14	2619
34	2693
94	2679
79	2690
8	2720
0	2645
0	2624
0	2524
0	2427
48	2350
102	2360
179	2291
116	2329
29	2401
24	2490
0	2581
8	2535
0	2458
67	2464
164	2508
141	2512
187	2518
222	2528
302	2506
297	2532
355	2533
362	2615
398	2585
373	2568
348	2513
276	2595
336	2575
351	2476
257	2552
308	2545
341	2545
423	2455
474	2404
452	2468
501	2464
447	2436
547	2483
569	2432
567	2424
610	2330
547	2344
503	2427
432	2383
380	2452
455	2461
394	2508
442	2592
444	2568
376	2565
370	2564
384	2601
372	2543
386	2598
375	2632
451	2570
399	2595
405	2549
487	2614
505	2597
453	2696
490	2654
564	2742
493	2739
486	2818
491	2810
539	2831
629	2883
690	2866
749	2827
763	2777
812	2865
839	2862
808	2949
849	3045
857	3073
772	3012
849	3046
803	2991
757	2914
726	2993
673	3080
703	3011
752	3054
733	3015
676	3057
713	3066
804	3049
845	3113
845	3074
825	2991
887	3027
824	3089
894	3119
796	3044
873	3037
819	3115
844	3020
901	2985
884	2888
984	2795
1015	2799
976	2761
1002	2699
980	2682
1060	2681
960	2655
949	2747
998	2777
932	2680
936	2693
991	2776
957	2842
970	2875
884	2795
835	2787
812	2697
824	2729
740	2797
794	2759
835	2662
812	2621
798	2566
766	2640
841	2681
893	2587
870	2617
925	2645
887	2673
954	2687
988	2739
1074	2803
1042	2847
983	2800
983	2807
1018	2880
928	2964
885	2998
968	2902
877	2840
841	2808
850	2904
866	2977
801	2979
827	3055
836	3019
783	3037
862	2959
904	3047
983	3033
1074	3066
982	3111
993	3123
1078	3204
1153	3164
1234	3121
1176	3154
1253	3166
1224	3236
1227	3294
1251	3267
1241	3301
1295	3352
1364	3258
1277	3239
1269	3164
1266	3124
1331	3181
1391	3183
1386	3179
1343	3130
1262	3209
1239	3207
1216	3108
1292	3034
1307	3037
1321	3040
1358	2947
1329	2850
1349	2889
1302	2836
1304	2906
1366	2878
1407	2800
1322	2763
1228	2775
1174	2692
1273	2781
1366	2728
1433	2685
1340	2758
1245	2821
1182	2847
1198	2894
1105	2837
1132	2894
1109	2931
1180	2848
1249	2887
1162	2857
1163	2853
1160	2859
1127	2831
1075	2825
1061	2889
1020	2814
1034	2726
1004	2662
980	2712
912	2811
895	2824
842	2866
830	2897
928	2843
851	2943
892	2873
815	2778
898	2802
933	2767
841	2804
812	2826
847	2727
799	2735
886	2791
896	2863
803	2930
724	2876
802	2915
753	2837
693	2854
738	2844
682	2872
659	2781
669	2786
628	2859
716	2760
765	2804
732	2831
694	2808
759	2759
781	2830
863	2917
914	2921
911	2836
866	2858
778	2952
725	2921
676	2834
645	2761
691	2847
653	2814
617	2857
686	2772
643	2853
561	2923
495	2905
566	2880
633	2889
659	2967
675	3025
735	2938
752	2852
821	2798
792	2827
713	2867
725	2891
698	2962
708	3012
715	2926
778	2924
867	2989
894	2924
819	2989
763	2981
764	3000
852	3094
843	2999
860	2976
778	3027
869	2995
805	2926
892	3018
913	3091
859	2997
913	2926
974	2936
901	2984
824	2972
836	3056
861	3011
900	3057
864	2996
921	2949
973	3018
1005	2934
975	2975
970	2933
1016	2937
934	2849
967	2904
987	2819
918	2839
995	2927
1029	2906
930	2814
927	2718
943	2668
899	2766
982	2710
1024	2799
953	2892
925	2854
1002	2791
929	2833
920	2759
899	2788
850	2836
781	2866
836	2949
758	2857
794	2766
851	2808
819	2710
719	2723
798	2658
777	2686
849	2780
922	2734
986	2715
905	2755
991	2758
1039	2782
1116	2740
1188	2836
1141	2782
1145	2780
1113	2731
1138	2696
1238	2702
1239	2663
1336	2602
1430	2684
1353	2719
1363	2679
1414	2586
1447	2597
1439	2620
1508	2704
1471	2752
1443	2834
1387	2779
1377	2751
1288	2653
1310	2577
1335	2607
1333	2547
1343	2531
1293	2529
1300	2497
1304	2519
1240	2512
1189	2422
1190	2393
1183	2340
1148	2249
1125	2302
1058	2316
1089	2372
1019	2312
1088	2369
995	2345
1005	2399
968	2463
875	2476
915	2479
924	2396
957	2388
857	2317
821	2262
820	2196
891	2126
846	2072
819	2057
827	2038
827	1966
873	1884
848	1853
796	1863
862	1792
923	1839
991	1876
960	1814
924	1909
907	1837
888	1758
821	1672
815	1699
873	1777
899	1772
922	1870
833	1801
915	1740
948	1737
1019	1705
950	1674
945	1700
926	1633
854	1686
760	1691
809	1751
897	1653
889	1699
798	1602
781	1575
713	1584
723	1672
812	1654
740	1661
696	1564
740	1609
736	1581
836	1660
736	1638
719	1711
780	1683
831	1664
884	1639
965	1717
1062	1644
1056	1633
1087	1732
1087	1742
1166	1658
1143	1638
1230	1699
1290	1608
1363	1594
1380	1606
1352	1693
1367	1760
1313	1762
1365	1676
1354	1626
1379	1716
1369	1761
1291	1715
1339	1713
1357	1738
1297	1683
1382	1593
1323	1531
1374	1452
1387	1472
1410	1537
1445	1512
1478	1460
1546	1505
1542	1458
1593	1501
1648	1589
1614	1579
1651	1650
1665	1618
1681	1594
1681	1562
1691	1484
1693	1407
1658	1471
1647	1490
1649	1550
1571	1542
1494	1521
1429	1606
1436	1580
1345	1575
1332	1475
1249	1468
1349	1388
1405	1459
1358	1548
1411	1502
1432	1436
1530	1534
1583	1464
1499	1380
1532	1380
1521	1295
1600	1265
1536	1275
1451	1183
1360	1208
1381	1298
1415	1204
1503	1166
1424	1178
1422	1111
1445	1177
1367	1270
1314	1361
1316	1329
1266	1262
1243	1327
1283	1329
1353	1392
1394	1313
1380	1308
1314	1357
1262	1348
1185	1442
1243	1503
1337	1602
1351	1529
1358	1509
1298	1527
1325	1477
1381	1381
1400	1349
1455	1320
1533	1223
1621	1140
1568	1188
1609	1223
1674	1251
1636	1325
1580	1346
1679	1428
1627	1473
1683	1411
1647	1372
1642	1404
1739	1474
1820	1494
1781	1407
1848	1397
1787	1454
1844	1363
1944	1264
1901	1321
1877	1327
1954	1418
1951	1437
1982	1461
1996	1463
2091	1454
2073	1517
2068	1578
2153	1543
2145	1560
2061	1533
2039	1563
2035	1583
1975	1493
2054	1453
2087	1512
2095	1495
2131	1580
2115	1630
2110	1543
2121	1516
2072	1576
1983	1518
2048	1495
2043	1488
2044	1495
1954	1523
2052	1427
1971	1517
1997	1608
1958	1660
1994	1699
2029	1599
2033	1648
2071	1730
2084	1820
2059	1811
1973	1873
1934	1903
2021	1906
1952	1823
1999	1726
1954	1752
1931	1796
1960	1849
1887	1753
1897	1828
1941	1753
1842	1801
1874	1742
1925	1681
2009	1705
1944	1728
1995	1669
2005	1646
2024	1709
2060	1661
2032	1625
2015	1715
1992	1618
1992	1682
2039	1643
2032	1624
2089	1708
2032	1635
1970	1732
1883	1678
1975	1661
1903	1662
1815	1717
1773	1686
1856	1728
1803	1727
1884	1794
1955	1711
1964	1688
2046	1788
1967	1850
1909	1903
1875	1929
1918	1897
1862	1881
1839	1806
1900	1844
1906	1890
1810	1808
1718	1905
1710	1845
1690	1851
1669	1885
1598	1805
1594	1723
1515	1802
1552	1702
1627	1785
1653	1712
1677	1756
1591	1814
1582	1724
1583	1650
1682	1645
1591	1664
1624	1733
1603	1672
1696	1650
1599	1551
1653	1453
1614	1432
1683	1412
1718	1319
1776	1311
1684	1359
1659	1423
1607	1508
1511	1435
1558	1411
1623	1456
1554	1456
1507	1381
1438	1301
1370	1324
1279	1348
1321	1305
1358	1258
1321	1277
1368	1282
1436	1191
1371	1224
1276	1212
1264	1259
1314	1196
1333	1173
1357	1083
1314	989
1327	991
1383	1001
1323	914
1304	885
1370	788
1311	743
1282	744
1270	822
1318	826
1248	731
1299	702
1282	772
1202	842
1188	775
1251	837
1209	872
1252	775
1159	866
1247	871
1173	900
1117	834
1195	774
1245	777
1232	747
1165	705
1153	742
1178	703
1141	644
1075	716
1090	807
1136	791
1187	864
1124	954
1220	893
1176	876
1206	965
1182	994
1102	953
1097	880
1171	787
1084	750
1045	693
1111	599
1037	584
1023	548
988	535
992	483
1087	541
1031	470
932	546
839	634
883	648
791	747
862	721
823	765
871	763
956	780
959	771
932	810
1027	805
979	810
1077	798
994	872
914	927
814	945
895	870
985	947
990	912
1085	865
1021	766
1089	675
1056	748
1089	788
1087	808
1015	877
1057	897
1089	887
1078	964
1105	931
1116	871
1139	880
1220	894
1300	966
1329	1015
1285	1038
1233	988
1302	1034
1250	964
1289	1054
1333	1036
1307	1095
1207	1050
1115	998
1175	1056
1195	1151
1111	1053
1030	1132
1074	1081
1065	1033
1114	976
1079	939
1167	842
1203	856
1295	947
1341	971
1400	943
1469	1005
1399	935
1499	981
1551	957
1615	951
1590	1025
1657	980
1628	1079
1596	1117
1648	1091
1660	1086
1639	1151
1603	1080
1678	1065
1741	1036
1802	1026
1721	974
1819	875
1820	926
1806	952
1772	891
1868	825
1808	792
1821	717
1914	776
1835	804
1760	822
1773	732
1869	826
1808	853
1795	769
1734	714
1642	698
1618	653
1579	614
1621	569
1580	598
1640	643
1573	607
1641	521
1689	484
1651	440
1565	476
1661	535
1653	623
1719	544
1687	627
1738	657
1659	630
1689	628
1712	706
1741	641
1650	612
1719	604
1728	564
1658	585
1559	593
1513	624
1575	692
1673	674
1738	773
1667	834
1615	829
1705	755
1673	769
1691	792
1597	758
1567	665
1568	705
1649	641
1673	613
1622	701
1574	733
1516	765
1458	849
1509	830
1447	773
1504	816
1460	792
1466	746
1459	711
1460	750
1481	826
1541	734
1442	766
1481	731
1426	643
1511	731
1457	706
1519	756
1433	798
1410	700
1421	758
1373	790
1324	873
1398	812
1300	757
1337	690
1258	785
1355	784
1334	744
1315	715
1387	644
1372	570
1465	660
1446	563
1385	586
1300	636
1351	634
1306	727
1400	636
1389	565
1411	658
1491	730
1445	744
1373	781
1308	831
1394	778
1415	854
1349	913
1279	907
1218	982
1278	1057
1252	1151
1269	1185
1244	1102
1342	1047
1318	1086
1328	1119
1426	1170
1337	1110
1302	1162
1394	1232
1307	1151
1219	1204
1314	1201
1380	1140
1319	1166
1226	1254
1301	1322
1231	1248
1221	1261
1209	1238
1175	1280
1136	1296
1048	1299
1133	1279
1181	1351
1189	1435
1171	1372
1197	1440
1251	1354
1154	1412
1181	1334
1113	1412
1171	1481
1084	1426
1076	1442
1130	1528
1088	1506
1111	1496
1095	1569
1062	1537
1111	1442
1157	1512
1149	1459
1136	1477
1126	1570
1157	1633
1206	1588
1245	1641
1326	1612
1346	1626
1345	1564
1349	1491
1384	1445
1378	1411
1308	1408
1289	1334
1208	1342
1301	1392
1201	1304
1280	1313
1290	1327
1254	1406
1262	1476
1200	1481
1123	1402
1220	1306
1291	1222
1210	1147
1252	1053
1211	990
1177	918
1114	835
1069	886
1072	798
1079	718
1087	634
1043	672
1031	575
1071	610
1157	539
1169	509
1249	430
1248	471
1154	515
1067	441
986	350
1057	331
1015	265
1074	333
1028	299
1071	274
1077	374
1137	310
1050	347
1055	424
1148	359
1194	410
1120	317
1220	222
1155	311
1081	319
1069	273
1026	248
926	159
853	102
774	17
709	80
638	180
664	202
670	245
695	204
609	190
632	177
715	100
733	116
796	29
726	3
823	4
907	1
937	0
977	70
890	81
805	68
883	106
871	50
918	9
896	0
796	34
732	0
711	68
740	116
663	107
589	191
548	209
579	246
617	172
647	109
555	125
529	220
441	199
461	249
375	263
413	352
461	419
546	410
474	471
381	543
386	604
398	619
414	714
393	812
443	842
482	796
505	714
487	717
445	778
429	779
443	717
407	798
393	827
359	766
265	705
303	770
273	811
254	828
274	844
338	870
345	946
355	869
413	809
446	813
528	756
515	675
552	711
454	673
540	758
562	821
486	834
515	890
569	942
639	893
543	810
594	816
573	831
552	863
610	952
556	990
605	937
601	1031
666	1087
622	1135
611	1155
575	1204
598	1126
518	1150
433	1213
416	1211
369	1214
281	1223
211	1199
188	1174
276	1111
216	1139
151	1053
176	1027
260	1000
165	1068
88	1034
94	978
117	979
46	1062
0	1149
73	1119
84	1205
93	1254
123	1278
219	1332
270	1340
323	1240
377	1141
464	1125
497	1118
583	1102
527	1126
479	1065
469	1015
542	981
608	1052
591	1110
624	1017
592	1111
598	1046
533	1021
445	993
540	1010
441	935
403	1013
442	1035
392	1033
431	955
524	1053
528	1010
476	938
499	1018
563	986
480	1007
533	1059
557	1034
504	1066
415	1072
414	1122
437	1107
479	1110
429	1010
377	1105
447	1022
530	930
451	1009
549	1035
555	993
587	931
504	845
555	785
532	798
542	770
449	778
450	869
428	947
385	862
435	800
383	732
403	683
316	672
293	669
279	636
240	657
298	704
299	640
206	576
224	620
265	616
241	615
172	588
86	649
92	652
178	684
97	626
192	526
127	524
198	425
237	401
181	385
178	476
197	433
105	395
68	379
25	362
94	454
175	380
243	325
234	420
148	393
191	408
246	315
191	355
252	380
229	416
188	486
191	391
231	291
205	382
283	314
374	264
353	363
336	303
423	371
448	367
543	419
457	455
460	505
482	589
417	513
419	562
497	538
573	612
633	522
659	588
660	671
644	582
729	514
718	428
710	505
758	462
842	510
775	465
679	426
750	373
803	393
806	416
889	406
889	310
814	365
762	321
671	272
670	360
705	412
726	389
672	413
647	400
730	332
653	290
752	378
699	384
659	335
744	241
781	270
865	213
908	238
883	283
854	347
880	290
895	307
961	406
923	466
999	501
1094	559
1026	647
1095	675
1185	700
1190	626
1220	658
1125	685
1157	698
1069	781
980	819
924	908
971	958
989	1032
994	1078
993	1066
968	971
913	1032
876	1119
944	1082
887	1180
800	1171
809	1102
724	1044
752	1080
727	1095
646	1081
596	1121
602	1062
517	1039
607	1119
617	1086
665	1069
700	1043
613	1066
605	1132
522	1227
617	1320
648	1405
684	1381
749	1288
760	1230
698	1190
677	1208
771	1219
685	1140
605	1177
525	1153
504	1133
549	1105
480	1096
437	1140
458	1052
428	965
490	915
423	913
323	899
355	974
421	1002
473	1076
386	1141
380	1235
453	1146
507	1114
485	1113
577	1065
582	1112
650	1068
642	1051
682	976
641	1030
599	1006
521	991
592	983
612	1058
568	1073
643	1079
694	1130
627	1044
661	986
613	1007
529	1052
470	965
445	883
392	964
323	1009
302	1109
334	1043
302	1135
310	1108
220	1139
226	1225
246	1204
178	1146
251	1071
270	986
241	899
235	998
333	959
429	1032
491	1073
456	1070
358	1016
308	936
276	855
357	771
305	829
266	784
248	808
185	815
279	786
331	809
400	903
357	909
323	846
399	797
455	798
472	858
419	923
383	952
319	1040
401	942
370	1017
464	955
395	930
347	837
439	755
516	766
570	715
602	713
515	783
506	765
414	796
452	875
532	957
558	1039
533	956
442	862
451	911
550	959
596	1042
594	951
587	929
675	1011
746	984
770	909
698	910
607	900
609	904
645	886
584	828
665	787
575	805
558	722
592	703
673	663
719	671
708	605
794	618
845	690
936	637
915	604
829	635
928	652
939	751
923	721
937	753
997	658
1019	725
1080	674
990	744
932	691
835	676
757	663
842	702
928	791
879	803
936	735
997	781
1022	703
1109	677
1130	603
1125	655
1212	637
1160	698
1086	783
1030	825
1026	855
1050	854
1069	803
1137	878
1152	863
1086	876
1108	776
1157	781
1208	737
1275	801
1343	743
1339	830
1421	881
1397	846
1344	885
1430	867
1332	810
1299	757
1289	797
1217	831
1239	912
1316	817
1293	809
1312	872
1398	841
1325	794
1314	733
1274	819
1305	770
1369	860
1314	957
1313	929
1292	965
1209	1028
1288	989
1291	909
1380	929
1322	929
1371	939
1427	871
1359	804
1299	850
1248	825
1240	901
1179	946
1248	993
1218	934
1249	897
1274	931
